top,bottom,shoes,occasion,weather_condition,temp_c,mood,score,label
Hoodie,Jeans,Sandals,Party,Clear,28.2,Romantic,0.45,0
Hoodie,Shorts,Casual Shoes,Date,Rainy,16.1,Romantic,0.7,1
T-Shirt,Shorts,Boots,Office,Cloudy,24.3,Happy,0.0,0
Dress,Shorts,Casual Shoes,Office,Cloudy,6.4,Relaxed,0.0,0
Hoodie,Pants,Sandals,Casual,Rainy,39.1,Happy,0.8,1
Jacket,Pants,Sports Shoes,Casual,Rainy,37.2,Romantic,0.55,1
Coat,Jeans,Sports Shoes,Party,Clear,27.4,Happy,0.35,0
Shirt,Pants,Casual Shoes,Casual,Snow,9.9,Relaxed,0.75,1
Sweater,Pants,Casual Shoes,Casual,Cloudy,37.7,Relaxed,0.5,0
Shirt,Skirt,Sports Shoes,Wedding,Cloudy,5.7,Relaxed,0.65,1
Dress,Skirt,Sandals,Date,Rainy,10.6,Bold,0.65,1
Jacket,Pants,Casual Shoes,Casual,Cloudy,37.8,Professional,0.25,0
Dress,Shorts,Heels,Office,Clear,32.7,Bold,0.4,0
T-Shirt,Pants,Heels,Wedding,Sunny,10.9,Professional,0.55,1
Shirt,Shorts,Heels,Office,Rainy,7.2,Bold,0.35,0
Shirt,Shorts,Sports Shoes,Date,Rainy,12.9,Happy,0.4,0
Coat,Shorts,Sandals,Party,Snow,16.3,Professional,0.2,0
Sweater,Pants,Sports Shoes,Party,Sunny,27.0,Happy,0.35,0
Jacket,Jeans,Sandals,Party,Sunny,5.9,Bold,0.55,0
T-Shirt,Skirt,Casual Shoes,Casual,Rainy,19.3,Romantic,0.8,1
Hoodie,Shorts,Sandals,Date,Sunny,17.6,Relaxed,0.45,0
Blouse,Skirt,Boots,Wedding,Cloudy,6.9,Bold,1.0,1
Coat,Skirt,Sports Shoes,Date,Cloudy,35.2,Relaxed,0.25,0
Sweater,Pants,Boots,Wedding,Clear,21.5,Relaxed,0.7,1
Jacket,Shorts,Boots,Party,Clear,5.4,Relaxed,0.45,0
Sweater,Skirt,Casual Shoes,Casual,Cloudy,8.1,Professional,0.7,1
Coat,Pants,Casual Shoes,Casual,Snow,36.1,Romantic,0.55,1
Shirt,Pants,Sports Shoes,Casual,Sunny,8.3,Relaxed,0.75,1
Hoodie,Pants,Sports Shoes,Party,Clear,21.1,Romantic,0.35,0
Dress,Skirt,Heels,Party,Cloudy,10.2,Relaxed,0.9,1
Hoodie,Shorts,Boots,Party,Sunny,33.0,Relaxed,0.4,0
Sweater,Shorts,Sandals,Party,Sunny,14.6,Happy,0.35,0
Coat,Skirt,Heels,Date,Snow,29.5,Professional,0.6,1
Coat,Jeans,Sports Shoes,Casual,Clear,9.3,Professional,0.6,1
Sweater,Pants,Boots,Party,Clear,40.0,Bold,0.4,0
T-Shirt,Jeans,Heels,Casual,Clear,37.9,Happy,0.95,1
Blouse,Pants,Boots,Office,Cloudy,16.3,Happy,1.0,1
Sweater,Pants,Heels,Office,Cloudy,34.7,Professional,0.7,1
Shirt,Jeans,Heels,Casual,Rainy,27.3,Bold,0.65,1
Coat,Skirt,Boots,Date,Rainy,34.2,Professional,0.6,1
Shirt,Pants,Sandals,Office,Rainy,17.9,Relaxed,0.7,1
Dress,Jeans,Sports Shoes,Casual,Clear,35.9,Happy,0.85,1
Jacket,Skirt,Casual Shoes,Date,Sunny,17.3,Professional,0.25,0
Jacket,Pants,Boots,Casual,Snow,13.9,Happy,0.95,1
Coat,Pants,Casual Shoes,Office,Clear,8.6,Happy,0.65,1
Blouse,Jeans,Sports Shoes,Wedding,Rainy,37.3,Bold,0.45,0
T-Shirt,Shorts,Casual Shoes,Party,Cloudy,29.5,Happy,0.75,1
Blouse,Skirt,Sports Shoes,Casual,Rainy,5.8,Relaxed,0.75,1
Sweater,Jeans,Sandals,Wedding,Snow,34.3,Romantic,0.55,0
Dress,Skirt,Heels,Date,Rainy,19.5,Bold,0.95,1
Blouse,Skirt,Casual Shoes,Date,Rainy,16.1,Romantic,0.8,1
Sweater,Shorts,Sports Shoes,Office,Rainy,25.6,Happy,0.0,0
Blouse,Pants,Heels,Casual,Sunny,36.4,Romantic,0.5,0
Dress,Jeans,Sandals,Wedding,Sunny,20.4,Professional,0.6,1
Blouse,Skirt,Boots,Date,Clear,32.4,Romantic,0.8,1
Dress,Pants,Boots,Office,Sunny,9.6,Happy,1.0,1
Hoodie,Jeans,Sandals,Party,Rainy,11.5,Relaxed,0.65,1
Hoodie,Skirt,Sandals,Party,Rainy,32.9,Romantic,0.5,0
Hoodie,Shorts,Heels,Wedding,Snow,37.3,Professional,0.0,0
Jacket,Jeans,Sandals,Office,Snow,37.8,Happy,0.4,0
T-Shirt,Shorts,Heels,Party,Snow,17.1,Relaxed,0.55,1
Coat,Shorts,Heels,Office,Sunny,29.2,Relaxed,0.05,0
Shirt,Pants,Heels,Wedding,Rainy,14.3,Bold,1.0,1
Shirt,Pants,Heels,Casual,Cloudy,36.9,Bold,0.5,0
Blouse,Skirt,Casual Shoes,Wedding,Clear,21.4,Bold,1.0,1
Hoodie,Pants,Heels,Office,Sunny,15.9,Relaxed,0.2,0
Sweater,Jeans,Heels,Wedding,Cloudy,20.4,Bold,0.75,1
Jacket,Jeans,Sports Shoes,Party,Clear,22.4,Professional,0.15,0
Hoodie,Skirt,Sandals,Casual,Sunny,27.1,Bold,0.65,1
T-Shirt,Pants,Casual Shoes,Date,Snow,5.8,Happy,0.5,0
Jacket,Shorts,Sandals,Party,Sunny,37.2,Romantic,0.4,0
Dress,Pants,Sandals,Wedding,Sunny,10.4,Professional,0.65,1
Shirt,Shorts,Sandals,Party,Snow,28.4,Relaxed,0.3,0
Dress,Jeans,Sandals,Party,Rainy,13.5,Romantic,0.55,0
Sweater,Jeans,Casual Shoes,Date,Rainy,7.6,Relaxed,0.7,1
Dress,Pants,Sandals,Casual,Cloudy,7.0,Professional,0.35,0
Blouse,Shorts,Heels,Office,Sunny,29.4,Romantic,0.65,1
Jacket,Pants,Sandals,Casual,Cloudy,30.2,Romantic,0.45,0
T-Shirt,Shorts,Boots,Wedding,Sunny,23.4,Relaxed,0.0,0
Dress,Skirt,Sports Shoes,Party,Clear,9.0,Romantic,0.7,1
Dress,Shorts,Sports Shoes,Office,Rainy,11.3,Bold,0.0,0
T-Shirt,Shorts,Sandals,Casual,Clear,11.9,Happy,0.9,1
Sweater,Shorts,Boots,Party,Sunny,31.2,Happy,0.4,0
Blouse,Jeans,Sports Shoes,Party,Snow,18.1,Relaxed,0.5,0
Dress,Skirt,Heels,Party,Clear,38.6,Professional,0.8,1
Coat,Shorts,Heels,Party,Clear,26.4,Romantic,0.5,0
Dress,Shorts,Sandals,Party,Rainy,30.9,Romantic,0.5,0
Hoodie,Skirt,Sports Shoes,Date,Clear,15.8,Happy,0.25,0
Jacket,Jeans,Boots,Party,Snow,18.3,Romantic,0.85,1
Sweater,Jeans,Boots,Office,Rainy,13.7,Bold,1.0,1
Sweater,Jeans,Casual Shoes,Party,Cloudy,7.0,Relaxed,0.7,1
Hoodie,Shorts,Casual Shoes,Date,Clear,32.3,Happy,0.35,0
Hoodie,Skirt,Boots,Party,Clear,25.9,Romantic,0.35,0
Hoodie,Skirt,Sandals,Office,Cloudy,38.5,Happy,0.25,0
Dress,Shorts,Heels,Wedding,Clear,21.5,Relaxed,0.4,0
Sweater,Shorts,Heels,Office,Sunny,23.6,Romantic,0.15,0
Coat,Skirt,Boots,Party,Clear,24.2,Romantic,0.25,0
Coat,Shorts,Sandals,Office,Cloudy,39.4,Relaxed,0.0,0
Jacket,Pants,Sandals,Wedding,Cloudy,24.4,Professional,0.7,1
Coat,Shorts,Sports Shoes,Casual,Clear,6.9,Happy,0.7,1
Blouse,Pants,Sports Shoes,Party,Sunny,17.8,Happy,0.6,1
Blouse,Pants,Boots,Casual,Rainy,20.4,Relaxed,0.8,1
Coat,Pants,Casual Shoes,Date,Snow,37.9,Romantic,0.65,1
Hoodie,Skirt,Sports Shoes,Party,Clear,23.8,Relaxed,0.35,0
Coat,Jeans,Sandals,Casual,Snow,24.4,Professional,0.7,1
Jacket,Jeans,Casual Shoes,Party,Clear,22.9,Professional,0.15,0
Sweater,Jeans,Heels,Party,Cloudy,26.0,Relaxed,0.7,1
T-Shirt,Skirt,Heels,Wedding,Snow,8.7,Happy,0.55,1
Blouse,Pants,Heels,Party,Rainy,35.3,Relaxed,0.7,1
Coat,Shorts,Sports Shoes,Casual,Clear,38.1,Romantic,0.6,1
Blouse,Shorts,Sports Shoes,Office,Clear,11.6,Professional,0.2,0
Blouse,Shorts,Casual Shoes,Office,Sunny,20.7,Professional,0.6,1
Sweater,Pants,Casual Shoes,Party,Cloudy,35.6,Happy,0.35,0
Coat,Jeans,Sandals,Office,Cloudy,16.1,Bold,0.5,0
T-Shirt,Skirt,Sandals,Office,Snow,17.6,Romantic,0.25,0
Dress,Pants,Sandals,Casual,Rainy,10.6,Romantic,0.45,0
Blouse,Skirt,Boots,Casual,Snow,23.1,Romantic,0.65,1
Dress,Skirt,Sandals,Casual,Rainy,32.2,Romantic,0.55,0
Blouse,Jeans,Boots,Office,Cloudy,25.1,Bold,0.9,1
Jacket,Pants,Sports Shoes,Date,Clear,31.0,Relaxed,0.25,0
Dress,Pants,Sports Shoes,Wedding,Snow,9.4,Happy,0.35,0
Dress,Jeans,Heels,Party,Rainy,17.4,Bold,1.0,1
Coat,Pants,Boots,Wedding,Rainy,26.7,Relaxed,1.0,1
Hoodie,Shorts,Sports Shoes,Wedding,Cloudy,15.8,Relaxed,0.0,0
Shirt,Jeans,Casual Shoes,Date,Sunny,28.9,Professional,0.6,1
Hoodie,Jeans,Sandals,Party,Rainy,17.0,Professional,0.55,0
Sweater,Skirt,Casual Shoes,Party,Snow,19.9,Professional,0.6,1
Shirt,Shorts,Heels,Casual,Rainy,9.9,Relaxed,0.6,1
Jacket,Jeans,Sports Shoes,Wedding,Sunny,29.8,Relaxed,0.0,0
Hoodie,Skirt,Sports Shoes,Casual,Clear,16.9,Happy,0.65,1
T-Shirt,Shorts,Sports Shoes,Date,Snow,36.4,Relaxed,0.4,0
Hoodie,Shorts,Sandals,Office,Clear,16.1,Romantic,0.0,0
Coat,Shorts,Heels,Date,Sunny,12.5,Bold,0.6,1
Dress,Jeans,Casual Shoes,Party,Rainy,16.9,Relaxed,0.7,1
Shirt,Pants,Heels,Wedding,Sunny,24.8,Romantic,1.0,1
Jacket,Jeans,Heels,Office,Cloudy,21.7,Professional,0.75,1
Shirt,Shorts,Casual Shoes,Office,Cloudy,25.9,Happy,0.4,0
T-Shirt,Jeans,Casual Shoes,Office,Rainy,32.6,Bold,0.2,0
T-Shirt,Pants,Heels,Wedding,Sunny,26.0,Happy,0.55,1
Shirt,Skirt,Heels,Wedding,Cloudy,28.8,Happy,1.0,1
Hoodie,Skirt,Casual Shoes,Wedding,Cloudy,30.6,Happy,0.05,0
Dress,Skirt,Boots,Wedding,Rainy,18.4,Professional,1.0,1
Jacket,Shorts,Casual Shoes,Office,Cloudy,9.1,Relaxed,0.05,0
Shirt,Pants,Heels,Date,Rainy,24.3,Happy,0.75,1
Coat,Skirt,Sandals,Office,Sunny,28.7,Bold,0.55,0
Blouse,Shorts,Heels,Office,Snow,13.6,Romantic,0.35,0
Blouse,Pants,Casual Shoes,Office,Cloudy,20.3,Happy,0.95,1
Coat,Skirt,Casual Shoes,Casual,Snow,5.1,Professional,0.7,1
Jacket,Shorts,Sandals,Office,Snow,29.6,Relaxed,0.0,0
Hoodie,Shorts,Sports Shoes,Office,Clear,25.4,Professional,0.0,0
T-Shirt,Skirt,Casual Shoes,Office,Snow,10.9,Relaxed,0.3,0
T-Shirt,Jeans,Heels,Party,Clear,5.9,Bold,0.95,1
Sweater,Shorts,Boots,Wedding,Sunny,19.9,Happy,0.15,0
Sweater,Skirt,Sandals,Date,Sunny,27.0,Relaxed,0.35,0
T-Shirt,Jeans,Sandals,Wedding,Sunny,33.1,Romantic,0.35,0
T-Shirt,Jeans,Casual Shoes,Office,Sunny,37.3,Romantic,0.2,0
Jacket,Shorts,Sandals,Office,Clear,31.2,Professional,0.2,0
Jacket,Pants,Sandals,Office,Clear,30.5,Happy,0.55,0
Blouse,Pants,Heels,Party,Sunny,39.4,Relaxed,0.7,1
Blouse,Shorts,Sports Shoes,Party,Cloudy,39.6,Professional,0.45,0
Hoodie,Skirt,Sports Shoes,Wedding,Clear,6.0,Professional,0.0,0
Sweater,Jeans,Sandals,Office,Snow,32.4,Bold,0.4,0
Sweater,Pants,Sandals,Date,Cloudy,15.4,Bold,0.6,1
Blouse,Pants,Sports Shoes,Date,Clear,15.0,Romantic,0.8,1
Blouse,Jeans,Sports Shoes,Office,Cloudy,19.6,Professional,0.65,1
Coat,Jeans,Boots,Wedding,Rainy,16.1,Romantic,1.0,1
Jacket,Jeans,Heels,Party,Clear,36.0,Relaxed,0.45,0
Shirt,Jeans,Heels,Party,Cloudy,23.6,Relaxed,0.7,1
Blouse,Skirt,Boots,Casual,Sunny,8.2,Bold,0.65,1
Hoodie,Pants,Sports Shoes,Date,Cloudy,5.6,Romantic,0.9,1
Hoodie,Jeans,Sports Shoes,Office,Snow,33.4,Romantic,0.0,0
Dress,Jeans,Heels,Party,Cloudy,37.4,Happy,1.0,1
Dress,Skirt,Casual Shoes,Casual,Rainy,25.3,Relaxed,0.75,1
Jacket,Skirt,Casual Shoes,Date,Clear,17.3,Romantic,0.45,0
Sweater,Skirt,Boots,Date,Snow,26.7,Bold,0.95,1
Hoodie,Shorts,Heels,Casual,Clear,24.6,Professional,0.6,1
T-Shirt,Jeans,Casual Shoes,Date,Sunny,6.3,Romantic,0.7,1
T-Shirt,Jeans,Heels,Casual,Rainy,17.9,Happy,0.95,1
Coat,Shorts,Sports Shoes,Party,Clear,28.6,Happy,0.4,0
Shirt,Jeans,Boots,Party,Cloudy,30.4,Happy,0.6,1
Shirt,Jeans,Heels,Wedding,Clear,7.6,Relaxed,1.0,1
Blouse,Pants,Boots,Party,Rainy,34.5,Bold,0.8,1
Blouse,Jeans,Sports Shoes,Party,Sunny,38.7,Professional,0.4,0
Sweater,Skirt,Sports Shoes,Date,Snow,20.5,Romantic,0.9,1
Sweater,Shorts,Boots,Party,Cloudy,11.5,Professional,0.5,0
Blouse,Skirt,Sports Shoes,Casual,Snow,14.8,Happy,0.7,1
Shirt,Shorts,Sandals,Office,Sunny,15.7,Relaxed,0.5,0
Shirt,Jeans,Heels,Date,Sunny,14.7,Relaxed,0.75,1
Jacket,Shorts,Sandals,Wedding,Sunny,24.5,Happy,0.0,0
Blouse,Jeans,Heels,Date,Cloudy,5.4,Relaxed,0.75,1
Dress,Jeans,Casual Shoes,Date,Cloudy,19.8,Bold,0.8,1
Blouse,Skirt,Sandals,Casual,Rainy,8.9,Relaxed,0.6,1
Jacket,Jeans,Sports Shoes,Office,Sunny,14.9,Professional,0.35,0
Shirt,Jeans,Boots,Date,Rainy,35.7,Romantic,0.95,1
T-Shirt,Shorts,Casual Shoes,Wedding,Cloudy,19.6,Happy,0.0,0
Coat,Shorts,Casual Shoes,Party,Sunny,23.1,Relaxed,0.3,0
T-Shirt,Jeans,Sandals,Office,Clear,14.5,Relaxed,0.05,0
Hoodie,Skirt,Heels,Casual,Clear,12.0,Romantic,0.65,1
Shirt,Pants,Sports Shoes,Office,Cloudy,19.4,Relaxed,0.65,1
Shirt,Jeans,Sports Shoes,Party,Sunny,22.8,Relaxed,0.5,0
Hoodie,Pants,Boots,Party,Rainy,11.9,Professional,0.85,1
Sweater,Shorts,Sports Shoes,Wedding,Cloudy,26.0,Bold,0.0,0
Jacket,Skirt,Sandals,Date,Cloudy,18.3,Happy,0.5,0
Blouse,Pants,Sports Shoes,Party,Cloudy,9.4,Romantic,0.5,0
Jacket,Pants,Heels,Party,Cloudy,35.3,Happy,0.55,0
Coat,Shorts,Sports Shoes,Wedding,Rainy,7.4,Romantic,0.0,0
Sweater,Jeans,Heels,Party,Sunny,5.1,Professional,0.55,1
T-Shirt,Jeans,Casual Shoes,Office,Sunny,6.2,Relaxed,0.1,0
Coat,Skirt,Sandals,Party,Sunny,39.5,Professional,0.25,0
Dress,Jeans,Heels,Wedding,Snow,32.6,Bold,0.75,1
Jacket,Pants,Sports Shoes,Party,Cloudy,7.9,Bold,0.85,1
Hoodie,Jeans,Sports Shoes,Wedding,Sunny,18.2,Happy,0.0,0
Hoodie,Jeans,Casual Shoes,Casual,Rainy,39.8,Happy,1.0,1
Dress,Shorts,Heels,Wedding,Clear,37.5,Happy,0.4,0
Sweater,Jeans,Sandals,Office,Cloudy,33.5,Relaxed,0.25,0
Coat,Shorts,Boots,Casual,Cloudy,25.4,Professional,0.55,1
Dress,Jeans,Sandals,Casual,Clear,27.4,Happy,0.95,1
Jacket,Jeans,Heels,Party,Sunny,25.2,Bold,0.6,1
Blouse,Pants,Casual Shoes,Casual,Snow,18.9,Bold,0.6,1
Sweater,Pants,Heels,Party,Sunny,23.5,Romantic,0.45,0
Jacket,Skirt,Boots,Casual,Cloudy,12.2,Relaxed,1.0,1
Shirt,Skirt,Sandals,Date,Clear,13.9,Happy,0.55,0
Jacket,Pants,Heels,Casual,Sunny,28.7,Romantic,0.25,0
Blouse,Jeans,Boots,Wedding,Snow,13.8,Happy,1.0,1
Coat,Shorts,Heels,Date,Cloudy,10.2,Happy,0.65,1
Jacket,Skirt,Casual Shoes,Office,Cloudy,15.9,Bold,0.7,1
Jacket,Shorts,Heels,Office,Snow,7.1,Happy,0.3,0
Jacket,Pants,Sports Shoes,Party,Rainy,39.2,Happy,0.55,1
Shirt,Pants,Boots,Wedding,Sunny,29.7,Bold,1.0,1
Coat,Shorts,Sports Shoes,Date,Sunny,33.4,Relaxed,0.35,0
T-Shirt,Pants,Sports Shoes,Party,Sunny,30.4,Happy,0.7,1
Coat,Shorts,Casual Shoes,Office,Rainy,23.4,Bold,0.15,0
Hoodie,Jeans,Sports Shoes,Casual,Cloudy,18.5,Professional,0.85,1
Coat,Shorts,Sandals,Wedding,Sunny,17.1,Professional,0.0,0
Coat,Pants,Heels,Casual,Clear,37.4,Professional,0.15,0
Jacket,Skirt,Sandals,Casual,Clear,26.6,Romantic,0.45,0
T-Shirt,Jeans,Boots,Wedding,Sunny,18.9,Professional,0.35,0
Coat,Pants,Sports Shoes,Casual,Cloudy,35.0,Bold,0.35,0
Hoodie,Shorts,Heels,Casual,Clear,10.5,Happy,0.8,1
Dress,Shorts,Sports Shoes,Date,Rainy,26.1,Romantic,0.7,1
Coat,Pants,Sports Shoes,Date,Clear,20.7,Bold,0.35,0
T-Shirt,Jeans,Sandals,Date,Cloudy,26.1,Romantic,0.7,1
Jacket,Pants,Heels,Office,Clear,9.0,Relaxed,0.7,1
Coat,Jeans,Heels,Casual,Sunny,12.1,Happy,0.7,1
Sweater,Skirt,Casual Shoes,Date,Sunny,9.1,Romantic,0.65,1
T-Shirt,Skirt,Sports Shoes,Casual,Rainy,20.8,Relaxed,0.95,1
Sweater,Jeans,Casual Shoes,Wedding,Sunny,25.3,Relaxed,0.25,0
Coat,Shorts,Sports Shoes,Party,Clear,33.7,Romantic,0.3,0
Sweater,Pants,Boots,Date,Snow,16.5,Romantic,1.0,1
T-Shirt,Jeans,Sports Shoes,Wedding,Cloudy,33.6,Romantic,0.0,0
T-Shirt,Skirt,Casual Shoes,Date,Cloudy,8.2,Happy,0.5,0
Hoodie,Pants,Heels,Date,Cloudy,17.1,Romantic,0.85,1
Blouse,Skirt,Heels,Wedding,Snow,19.8,Happy,1.0,1
T-Shirt,Skirt,Sandals,Wedding,Sunny,34.2,Bold,0.4,0
Coat,Pants,Sports Shoes,Casual,Sunny,37.1,Bold,0.35,0
Blouse,Skirt,Boots,Casual,Clear,28.5,Bold,0.5,0
Blouse,Shorts,Heels,Date,Clear,8.6,Romantic,0.85,1
Shirt,Skirt,Boots,Date,Clear,8.4,Romantic,0.95,1
Coat,Shorts,Boots,Date,Sunny,10.2,Bold,0.6,1
Hoodie,Jeans,Boots,Wedding,Sunny,28.0,Happy,0.1,0
Shirt,Jeans,Sports Shoes,Casual,Clear,26.8,Professional,0.65,1
Blouse,Shorts,Heels,Party,Clear,34.4,Bold,0.9,1
Coat,Shorts,Heels,Casual,Sunny,24.0,Professional,0.4,0
Dress,Pants,Sports Shoes,Wedding,Clear,6.1,Professional,0.35,0
Jacket,Pants,Heels,Wedding,Snow,5.2,Relaxed,1.0,1
Shirt,Jeans,Boots,Casual,Clear,5.7,Professional,0.7,1
Coat,Skirt,Heels,Office,Rainy,7.8,Happy,1.0,1
Sweater,Skirt,Boots,Office,Snow,15.1,Professional,1.0,1
Sweater,Pants,Sandals,Wedding,Sunny,36.0,Professional,0.55,0
Hoodie,Jeans,Casual Shoes,Casual,Snow,32.6,Romantic,0.9,1
Hoodie,Jeans,Sports Shoes,Wedding,Rainy,29.6,Romantic,0.0,0
Dress,Pants,Heels,Date,Snow,35.1,Bold,0.95,1
Dress,Shorts,Sandals,Date,Cloudy,28.7,Romantic,1.0,1
Dress,Pants,Casual Shoes,Wedding,Rainy,36.1,Relaxed,0.7,1
Hoodie,Pants,Boots,Date,Rainy,6.9,Bold,0.95,1
Jacket,Jeans,Sports Shoes,Casual,Snow,34.3,Bold,0.7,1
Jacket,Pants,Heels,Office,Snow,25.4,Professional,1.0,1
Sweater,Jeans,Sandals,Office,Snow,18.4,Professional,0.65,1
Blouse,Jeans,Heels,Wedding,Cloudy,21.9,Professional,1.0,1
Hoodie,Pants,Sports Shoes,Date,Rainy,26.5,Relaxed,0.7,1
Coat,Skirt,Sports Shoes,Party,Rainy,18.7,Romantic,0.7,1
Shirt,Skirt,Heels,Wedding,Rainy,36.1,Happy,1.0,1
Sweater,Pants,Sandals,Wedding,Clear,24.6,Bold,0.55,0
Coat,Shorts,Casual Shoes,Casual,Rainy,36.0,Professional,0.5,0
Hoodie,Pants,Heels,Casual,Rainy,34.3,Professional,0.55,1
Jacket,Skirt,Heels,Party,Sunny,29.3,Happy,0.55,0
Dress,Shorts,Boots,Office,Sunny,27.2,Romantic,0.4,0
Sweater,Pants,Casual Shoes,Casual,Rainy,28.0,Relaxed,0.7,1
Hoodie,Pants,Casual Shoes,Party,Rainy,20.9,Romantic,0.8,1
Blouse,Pants,Sandals,Wedding,Snow,14.2,Professional,0.85,1
Sweater,Jeans,Boots,Office,Sunny,28.1,Bold,0.4,0
Dress,Pants,Sandals,Wedding,Rainy,6.7,Bold,0.55,0
Dress,Pants,Heels,Date,Rainy,32.6,Bold,0.95,1
T-Shirt,Skirt,Boots,Casual,Cloudy,38.7,Relaxed,0.85,1
Sweater,Jeans,Sandals,Date,Snow,29.1,Romantic,0.6,1
Sweater,Pants,Heels,Party,Rainy,39.3,Romantic,0.65,1
Coat,Pants,Sandals,Office,Clear,9.8,Bold,0.6,1
Shirt,Shorts,Heels,Casual,Rainy,22.5,Professional,0.35,0
Sweater,Pants,Sports Shoes,Date,Cloudy,36.4,Professional,0.25,0
Hoodie,Shorts,Casual Shoes,Office,Rainy,10.3,Happy,0.0,0
Coat,Pants,Boots,Party,Snow,37.4,Bold,0.75,1
Blouse,Pants,Sports Shoes,Casual,Sunny,13.1,Relaxed,0.75,1
Jacket,Skirt,Heels,Party,Sunny,6.0,Bold,0.8,1
Blouse,Jeans,Boots,Party,Rainy,16.5,Happy,0.75,1
Blouse,Skirt,Sandals,Office,Cloudy,26.5,Happy,0.95,1
Jacket,Pants,Boots,Office,Sunny,27.7,Professional,0.7,1
Sweater,Shorts,Boots,Casual,Sunny,35.2,Happy,0.6,1
Shirt,Jeans,Sandals,Wedding,Snow,28.2,Bold,0.75,1
Coat,Pants,Sports Shoes,Office,Sunny,36.3,Relaxed,0.15,0
Dress,Pants,Boots,Date,Rainy,20.7,Happy,0.85,1
Blouse,Pants,Sandals,Party,Cloudy,13.5,Romantic,0.35,0
Hoodie,Jeans,Heels,Party,Snow,19.6,Professional,0.9,1
Blouse,Shorts,Sandals,Wedding,Sunny,17.0,Bold,0.55,1
Shirt,Skirt,Casual Shoes,Wedding,Clear,29.5,Romantic,1.0,1
Blouse,Pants,Boots,Casual,Sunny,8.4,Happy,0.75,1
Blouse,Jeans,Boots,Office,Clear,14.9,Romantic,1.0,1
Dress,Skirt,Heels,Party,Rainy,15.3,Happy,1.0,1
Shirt,Skirt,Casual Shoes,Date,Sunny,31.4,Romantic,0.8,1
Hoodie,Skirt,Boots,Office,Clear,26.9,Romantic,0.3,0
Shirt,Pants,Boots,Date,Clear,18.8,Bold,0.7,1
Shirt,Shorts,Sports Shoes,Office,Cloudy,8.4,Romantic,0.0,0
Shirt,Shorts,Boots,Office,Clear,36.2,Romantic,0.65,1
Blouse,Shorts,Heels,Party,Sunny,37.5,Relaxed,0.75,1
Jacket,Jeans,Sandals,Party,Sunny,38.1,Romantic,0.35,0
Blouse,Jeans,Sandals,Office,Clear,9.5,Professional,0.8,1
Sweater,Skirt,Sports Shoes,Party,Cloudy,12.6,Relaxed,0.7,1
Hoodie,Skirt,Sandals,Date,Snow,33.8,Relaxed,0.4,0
Sweater,Jeans,Heels,Office,Clear,17.5,Happy,0.4,0
Dress,Shorts,Sandals,Wedding,Rainy,24.8,Happy,0.0,0
Hoodie,Pants,Boots,Wedding,Sunny,14.3,Romantic,0.8,1
Jacket,Skirt,Boots,Casual,Cloudy,19.0,Bold,0.5,0
Jacket,Pants,Casual Shoes,Date,Rainy,19.3,Professional,0.7,1
Shirt,Shorts,Heels,Party,Clear,37.1,Professional,0.65,1
Jacket,Pants,Boots,Date,Rainy,25.0,Bold,0.95,1
Sweater,Jeans,Sandals,Office,Sunny,25.2,Professional,0.45,0
Dress,Jeans,Casual Shoes,Party,Clear,17.4,Relaxed,0.7,1
Coat,Skirt,Boots,Office,Clear,15.4,Happy,0.6,1
Blouse,Jeans,Casual Shoes,Casual,Snow,27.1,Professional,0.65,1
Coat,Skirt,Sports Shoes,Party,Clear,25.2,Bold,0.4,0
Blouse,Jeans,Heels,Casual,Cloudy,30.4,Relaxed,0.8,1
Jacket,Pants,Sandals,Office,Cloudy,20.3,Bold,0.7,1
Blouse,Pants,Boots,Office,Cloudy,16.4,Bold,1.0,1
Shirt,Shorts,Casual Shoes,Party,Clear,39.6,Bold,0.7,1
Dress,Jeans,Heels,Wedding,Cloudy,13.3,Bold,0.75,1
Coat,Skirt,Heels,Casual,Cloudy,19.1,Professional,0.4,0
Dress,Jeans,Sports Shoes,Date,Clear,38.4,Professional,0.7,1
T-Shirt,Shorts,Casual Shoes,Casual,Rainy,20.2,Bold,0.75,1
Coat,Jeans,Sandals,Party,Cloudy,25.9,Romantic,0.5,0
Hoodie,Pants,Boots,Party,Clear,27.2,Bold,0.5,0
T-Shirt,Skirt,Casual Shoes,Casual,Cloudy,22.2,Romantic,0.8,1
Hoodie,Pants,Sports Shoes,Party,Sunny,21.0,Bold,0.5,0
Sweater,Shorts,Boots,Date,Rainy,35.0,Bold,0.6,1
Dress,Skirt,Sports Shoes,Office,Clear,23.0,Professional,0.6,1
Blouse,Shorts,Sandals,Wedding,Rainy,32.0,Romantic,0.35,0
Shirt,Shorts,Sandals,Party,Clear,9.1,Relaxed,0.3,0
Coat,Pants,Sports Shoes,Date,Rainy,25.1,Romantic,0.9,1
T-Shirt,Jeans,Boots,Office,Clear,35.3,Relaxed,0.25,0
Sweater,Skirt,Boots,Wedding,Rainy,16.6,Romantic,1.0,1
T-Shirt,Pants,Casual Shoes,Casual,Rainy,38.9,Romantic,0.8,1
Hoodie,Jeans,Sports Shoes,Office,Clear,5.5,Relaxed,0.0,0
Dress,Pants,Boots,Office,Clear,28.5,Bold,0.85,1
Shirt,Shorts,Boots,Office,Snow,17.8,Bold,0.5,0
